satira,qtd_excl,qtd_pont,qtd_adv_intens,qtd_interj,qtd_adj_pos,qtd_adj_neg,qtd_pal_pos,qtd_pal_neg,qtd_pal_neu,qtd_conj_adv,med_dist_polaridade,qtd_diminut,qtd_aument,med_pal_par,med_pal_fra,med_comp_pal,tot_frases,ttr,tot_oov,raz_oov,tot_maiusc,tot_aspas,raz_ADJ,raz_ADP,raz_ADV,raz_AUX,raz_CCONJ,raz_DET,raz_INTJ,raz_NOUN,raz_PRON,raz_PROPN,raz_PUNCT,raz_SCONJ,raz_SYM,raz_VERB,qtd_pal_agradec,qtd_pal_desculp,qtd_perguntas,val_emotiv
0,0,18,0,0,0,1,5,1,5,0,14.0,0,0,57.0,14.25,4.578947368421052,4,0.6933333333333334,0,0.0,9,6,0.04,0.09333333333333334,0.02666666666666667,0.02666666666666667,0.05333333333333334,0.06666666666666667,0.0,0.16,0.06666666666666667,0.09333333333333334,0.24,0.02666666666666667,0.0,0.10666666666666667,0,0,0,0.25
0,0,23,0,0,0,0,3,4,7,0,28.333333333333332,0,2,122.0,24.4,4.557377049180328,5,0.6551724137931034,0,0.0,45,4,0.020689655172413793,0.16551724137931034,0.0,0.027586206896551724,0.027586206896551724,0.1103448275862069,0.0,0.1724137931034483,0.013793103448275862,0.20689655172413793,0.15862068965517243,0.020689655172413793,0.0,0.06206896551724138,0,0,0,0.08823529411764706
0,0,12,0,0,1,1,2,1,7,0,15.0,0,1,69.0,69.0,5.188405797101449,1,0.7160493827160493,0,0.0,19,0,0.037037037037037035,0.2345679012345679,0.0,0.0,0.0,0.09876543209876543,0.0,0.19753086419753085,0.012345679012345678,0.14814814814814814,0.14814814814814814,0.012345679012345678,0.0,0.06172839506172839,0,0,0,0.14285714285714285
0,0,16,1,0,3,0,6,0,8,0,0.0,0,2,85.0,21.25,4.764705882352941,4,0.7623762376237624,0,0.0,25,2,0.04950495049504951,0.2079207920792079,0.0297029702970297,0.0297029702970297,0.009900990099009901,0.07920792079207921,0.0,0.15841584158415842,0.019801980198019802,0.15841584158415842,0.15841584158415842,0.019801980198019802,0.0,0.06930693069306931,0,0,0,0.34782608695652173
0,0,7,0,0,0,0,0,2,5,0,0.0,0,2,66.0,33.0,4.818181818181818,2,0.7397260273972602,0,0.0,20,0,0.0273972602739726,0.2191780821917808,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0958904109589041,0.0,0.2465753424657534,0.0410958904109589,0.1232876712328767,0.0958904109589041,0.0,0.0,0.0821917808219178,0,0,0,0.125
0,0,5,0,0,0,0,0,2,2,0,0.0,0,2,35.0,35.0,5.257142857142857,1,0.925,0,0.0,13,0,0.025,0.2,0.025,0.0,0.0,0.05,0.0,0.175,0.05,0.2,0.125,0.0,0.0,0.1,0,0,0,0.18181818181818182
0,0,12,0,0,0,0,1,1,8,0,16.0,0,0,55.0,27.5,5.072727272727272,2,0.7910447761194029,0,0.0,25,0,0.029850746268656716,0.14925373134328357,0.0,0.0,0.0,0.08955223880597014,0.0,0.13432835820895522,0.0,0.26865671641791045,0.1791044776119403,0.04477611940298507,0.0,0.1044776119402985,0,0,0,0.125
0,0,16,0,0,0,0,1,1,5,0,56.0,0,0,79.0,26.333333333333332,4.594936708860759,3,0.6631578947368421,0,0.0,36,0,0.010526315789473684,0.2,0.010526315789473684,0.0,0.0,0.07368421052631578,0.0,0.15789473684210525,0.010526315789473684,0.24210526315789474,0.16842105263157894,0.0,0.0,0.05263157894736842,0,0,0,0.1
0,0,4,0,0,0,0,1,1,1,0,16.0,0,2,58.0,58.0,5.189655172413793,1,0.8064516129032258,0,0.0,14,0,0.04838709677419355,0.22580645161290322,0.0,0.0,0.016129032258064516,0.0967741935483871,0.0,0.22580645161290322,0.016129032258064516,0.1935483870967742,0.06451612903225806,0.0,0.0,0.08064516129032258,0,0,0,0.15789473684210525
0,0,28,0,0,1,1,7,3,8,0,22.25,0,5,120.0,30.0,5.041666666666667,4,0.6081081081081081,0,0.0,33,4,0.02702702702702703,0.20270270270270271,0.006756756756756757,0.0,0.0,0.07432432432432433,0.0,0.18243243243243243,0.02027027027027027,0.16216216216216217,0.1891891891891892,0.0,0.0,0.0945945945945946,0,0,0,0.12195121951219512
0,0,5,0,0,0,0,1,0,0,0,0.0,0,0,23.0,11.5,5.913043478260869,2,0.8214285714285714,0,0.0,15,0,0.0,0.25,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.4642857142857143,0.17857142857142858,0.0,0.0,0.03571428571428571,0,0,0,0.0
0,0,10,1,0,1,1,2,1,7,0,23.5,0,0,68.0,22.666666666666668,5.323529411764706,3,0.7692307692307693,0,0.0,24,0,0.02564102564102564,0.15384615384615385,0.01282051282051282,0.0,0.0,0.1282051282051282,0.0,0.21794871794871795,0.038461538461538464,0.15384615384615385,0.1282051282051282,0.02564102564102564,0.0,0.10256410256410256,0,0,0,0.12
0,0,8,0,0,0,0,1,0,2,0,0.0,0,0,26.0,26.0,5.153846153846154,1,0.8823529411764706,0,0.0,10,0,0.029411764705882353,0.17647058823529413,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.20588235294117646,0.0,0.20588235294117646,0.23529411764705882,0.0,0.0,0.029411764705882353,0,0,0,0.25
0,0,11,1,0,1,0,2,2,9,0,25.5,0,1,94.0,31.333333333333332,4.8936170212765955,3,0.7238095238095238,1,0.009523809523809525,24,0,0.01904761904761905,0.19047619047619047,0.01904761904761905,0.02857142857142857,0.01904761904761905,0.10476190476190476,0.0,0.21904761904761905,0.009523809523809525,0.14285714285714285,0.10476190476190476,0.01904761904761905,0.0,0.08571428571428572,0,0,0,0.125
0,0,15,0,0,0,2,2,4,2,1,24.333333333333332,0,0,92.0,23.0,4.978260869565218,4,0.7289719626168224,0,0.0,28,2,0.028037383177570093,0.1308411214953271,0.028037383177570093,0.018691588785046728,0.037383177570093455,0.102803738317757,0.0,0.1588785046728972,0.037383177570093455,0.21495327102803738,0.14018691588785046,0.018691588785046728,0.0,0.07476635514018691,0,0,0,0.24
0,0,16,2,0,1,0,2,3,7,0,20.0,0,1,95.0,15.833333333333334,5.073684210526316,6,0.7297297297297297,0,0.0,26,2,0.05405405405405406,0.1891891891891892,0.036036036036036036,0.018018018018018018,0.0,0.06306306306306306,0.0,0.1891891891891892,0.009009009009009009,0.14414414414414414,0.14414414414414414,0.018018018018018018,0.0,0.08108108108108109,0,0,0,0.3333333333333333
0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,15.0,16.0,5.75,1,0.9375,0,0.0,3,0,0.125,0.1875,0.0,0.0625,0.0625,0.1875,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0,0.5
0,0,9,0,0,0,1,3,3,4,0,8.666666666666666,0,0,70.0,70.0,5.6,1,0.7848101265822784,0,0.0,27,2,0.0379746835443038,0.24050632911392406,0.012658227848101266,0.012658227848101266,0.0379746835443038,0.0379746835443038,0.0,0.17721518987341772,0.02531645569620253,0.22784810126582278,0.11392405063291139,0.012658227848101266,0.0,0.06329113924050633,0,0,0,0.21052631578947367
0,0,6,0,0,0,0,1,0,0,0,0.0,0,0,32.0,16.0,4.875,2,0.868421052631579,0,0.0,10,0,0.0,0.21052631578947367,0.0,0.0,0.0,0.10526315789473684,0.0,0.21052631578947367,0.0,0.10526315789473684,0.15789473684210525,0.0,0.02631578947368421,0.05263157894736842,0,0,0,0.0
0,0,4,0,0,0,0,2,0,1,0,0.0,0,0,49.0,16.333333333333332,5.204081632653061,3,0.8867924528301887,0,0.0,6,0,0.018867924528301886,0.22641509433962265,0.018867924528301886,0.03773584905660377,0.0,0.09433962264150944,0.0,0.2641509433962264,0.018867924528301886,0.018867924528301886,0.07547169811320754,0.018867924528301886,0.0,0.09433962264150944,0,0,0,0.10526315789473684
0,0,13,1,0,1,0,2,1,6,0,2.0,0,0,67.0,11.166666666666666,4.955223880597015,6,0.7125,0,0.0,18,2,0.0125,0.125,0.025,0.0375,0.0,0.125,0.0,0.225,0.05,0.0625,0.1625,0.0375,0.0,0.125,0,0,0,0.10714285714285714
0,0,6,0,0,1,1,1,2,2,0,32.0,0,1,62.0,31.0,5.241935483870968,2,0.7941176470588235,0,0.0,6,0,0.07352941176470588,0.19117647058823528,0.014705882352941176,0.014705882352941176,0.04411764705882353,0.10294117647058823,0.0,0.27941176470588236,0.014705882352941176,0.04411764705882353,0.08823529411764706,0.029411764705882353,0.0,0.08823529411764706,0,0,0,0.24
0,0,11,0,0,1,1,5,1,4,1,8.0,0,1,95.0,15.833333333333334,4.778947368421052,6,0.7924528301886793,0,0.0,20,0,0.03773584905660377,0.19811320754716982,0.03773584905660377,0.02830188679245283,0.018867924528301886,0.09433962264150944,0.0,0.20754716981132076,0.0,0.11320754716981132,0.10377358490566038,0.02830188679245283,0.0,0.11320754716981132,0,0,0,0.23529411764705882
0,0,7,0,0,0,0,0,2,4,0,0.0,0,0,41.0,41.0,5.975609756097561,1,0.875,0,0.0,19,0,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,0.10416666666666667,0.0,0.1875,0.020833333333333332,0.20833333333333334,0.14583333333333334,0.020833333333333332,0.0,0.0625,0,0,0,0.16666666666666666
0,0,7,1,0,1,1,2,3,6,1,16.0,0,0,75.0,37.5,5.293333333333333,2,0.7439024390243902,0,0.0,15,0,0.036585365853658534,0.17073170731707318,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.13414634146341464,0.0,0.1951219512195122,0.012195121951219513,0.15853658536585366,0.08536585365853659,0.04878048780487805,0.0,0.08536585365853659,0,0,0,0.2608695652173913
0,0,6,0,0,1,0,3,2,8,0,24.0,0,3,84.0,42.0,5.321428571428571,2,0.7444444444444445,0,0.0,15,0,0.06666666666666667,0.17777777777777778,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.07777777777777778,0.0,0.2222222222222222,0.03333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.13333333333333333,0,0,0,0.28125
0,0,18,0,0,0,0,2,0,5,0,0.0,0,0,55.0,18.333333333333332,4.836363636363636,3,0.7397260273972602,0,0.0,30,0,0.0136986301369863,0.0821917808219178,0.0,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0,0.136986301369863,0.0547945205479452,0.2602739726027397,0.2465753424657534,0.0,0.0,0.0821917808219178,0,0,0,0.0625
0,0,12,0,0,0,0,2,2,5,0,10.5,0,2,65.0,32.5,5.3076923076923075,2,0.7532467532467533,0,0.0,16,2,0.012987012987012988,0.19480519480519481,0.0,0.03896103896103896,0.0,0.06493506493506493,0.0,0.19480519480519481,0.012987012987012988,0.12987012987012986,0.15584415584415584,0.06493506493506493,0.0,0.1038961038961039,0,0,0,0.043478260869565216
0,0,5,0,0,0,0,1,1,1,0,16.0,0,0,32.0,32.0,5.5625,1,0.8918918918918919,0,0.0,11,0,0.0,0.24324324324324326,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.05405405405405406,0.16216216216216217,0.13513513513513514,0.02702702702702703,0.0,0.08108108108108109,0,0,0,0.0
0,0,8,1,0,0,1,1,2,3,0,10.0,0,0,40.0,40.0,5.1,1,0.8333333333333334,0,0.0,6,2,0.020833333333333332,0.1875,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0625,0.0,0.20833333333333334,0.041666666666666664,0.10416666666666667,0.16666666666666666,0.020833333333333332,0.0,0.125,0,0,0,0.125
0,0,1,0,0,0,0,2,0,4,0,0.0,0,0,36.0,36.0,4.666666666666667,1,0.8918918918918919,0,0.0,9,0,0.05405405405405406,0.1891891891891892,0.0,0.0,0.0,0.10810810810810811,0.0,0.13513513513513514,0.05405405405405406,0.1891891891891892,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.13513513513513514,0,0,0,0.2
0,0,5,0,0,0,0,1,0,4,0,0.0,0,0,37.0,18.5,5.8108108108108105,2,0.8571428571428571,0,0.0,18,0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.047619047619047616,0.07142857142857142,0.0,0.2619047619047619,0.0,0.19047619047619047,0.11904761904761904,0.023809523809523808,0.0,0.07142857142857142,0,0,0,0.21428571428571427
0,0,8,0,0,0,0,1,0,5,0,0.0,0,0,48.0,48.0,5.625,1,0.8035714285714286,0,0.0,22,0,0.05357142857142857,0.17857142857142858,0.0,0.0,0.017857142857142856,0.07142857142857142,0.0,0.125,0.017857142857142856,0.2857142857142857,0.14285714285714285,0.0,0.0,0.05357142857142857,0,0,0,0.3
0,0,9,0,0,1,2,3,5,0,1,8.5,0,0,57.0,28.5,5.43859649122807,2,0.7575757575757576,0,0.0,8,0,0.06060606060606061,0.18181818181818182,0.030303030303030304,0.015151515151515152,0.030303030303030304,0.07575757575757576,0.0,0.21212121212121213,0.015151515151515152,0.09090909090909091,0.13636363636363635,0.030303030303030304,0.0,0.12121212121212122,0,0,0,0.2727272727272727
0,0,11,0,0,1,0,1,0,4,0,0.0,0,0,25.0,25.0,6.36,1,0.8333333333333334,0,0.0,7,2,0.08333333333333333,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.08333333333333333,0.0,0.19444444444444445,0.05555555555555555,0.1111111111111111,0.3055555555555556,0.0,0.0,0.05555555555555555,0,0,0,0.3333333333333333
0,0,10,0,0,2,0,4,1,5,0,19.0,0,0,68.0,22.666666666666668,5.352941176470588,3,0.7948717948717948,0,0.0,25,0,0.038461538461538464,0.15384615384615385,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.0641025641025641,0.0,0.11538461538461539,0.01282051282051282,0.28205128205128205,0.1282051282051282,0.02564102564102564,0.0,0.0641025641025641,0,0,0,0.2857142857142857
0,0,11,0,0,1,0,2,0,3,0,0.0,0,1,44.0,44.0,5.659090909090909,1,0.8,1,0.01818181818181818,18,0,0.05454545454545454,0.18181818181818182,0.0,0.0,0.05454545454545454,0.05454545454545454,0.0,0.16363636363636364,0.01818181818181818,0.18181818181818182,0.2,0.0,0.0,0.05454545454545454,0,0,0,0.25
0,0,5,0,0,1,0,1,0,3,0,0.0,0,0,33.0,33.0,4.848484848484849,1,0.868421052631579,0,0.0,1,0,0.07894736842105263,0.15789473684210525,0.05263157894736842,0.0,0.02631578947368421,0.13157894736842105,0.0,0.2894736842105263,0.02631578947368421,0.0,0.13157894736842105,0.0,0.0,0.07894736842105263,0,0,0,0.35714285714285715
0,0,1,0,0,1,0,1,0,2,0,0.0,0,0,24.0,24.0,5.333333333333333,1,0.92,0,0.0,1,0,0.08,0.28,0.04,0.0,0.0,0.04,0.0,0.24,0.08,0.04,0.04,0.04,0.0,0.12,0,0,0,0.3333333333333333
0,0,10,0,0,1,0,1,0,7,0,0.0,0,0,51.0,25.5,5.647058823529412,2,0.7868852459016393,1,0.01639344262295082,3,0,0.09836065573770492,0.21311475409836064,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.06557377049180328,0.0,0.3114754098360656,0.0,0.01639344262295082,0.16393442622950818,0.01639344262295082,0.0,0.06557377049180328,0,0,0,0.30434782608695654
0,0,6,0,0,0,0,1,1,1,0,39.0,0,2,51.0,51.0,5.470588235294118,1,0.8245614035087719,0,0.0,28,0,0.017543859649122806,0.2807017543859649,0.0,0.0,0.017543859649122806,0.05263157894736842,0.0,0.19298245614035087,0.017543859649122806,0.19298245614035087,0.10526315789473684,0.0,0.0,0.07017543859649122,0,0,0,0.06666666666666667
0,0,7,1,0,1,2,2,4,3,1,9.0,0,2,68.0,34.0,5.044117647058823,2,0.8133333333333334,0,0.0,16,2,0.06666666666666667,0.2,0.04,0.02666666666666667,0.02666666666666667,0.06666666666666667,0.0,0.24,0.0,0.09333333333333334,0.09333333333333334,0.02666666666666667,0.0,0.06666666666666667,0,0,0,0.34782608695652173
0,0,4,0,0,1,0,3,2,3,0,19.0,0,0,40.0,40.0,6.025,1,0.9090909090909091,0,0.0,11,0,0.06818181818181818,0.22727272727272727,0.09090909090909091,0.022727272727272728,0.0,0.06818181818181818,0.0,0.22727272727272727,0.0,0.11363636363636363,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,0.5
